731,12,219,0.663594467,0.9999999923,0.8153846091,4,2,1,0,4.680365297,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,496,496,496,1,0,0,0,0,0,0,0,0.5003312041,0.3782789296,0.0400046751,0.04126264773,0.0401225435,0.5216171455,0.09256198347,0.04566210046,0.01369863014,0.7692307692,0.2307692308,0.3786363636,0.1,0.7,-0.35,-0.6,-0.2,0.5,-0.1875,0,0.1875,593
731,9,255,0.6047430806,0.9999999933,0.7919463034,3,1,1,0,4.91372549,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7997556874,0.0500466754,0.05009625181,0.05010067342,0.05000071194,0.3412457912,0.1489478114,0.0431372549,0.01568627451,0.7333333333,0.2666666667,0.2869146006,0.03333333333,0.7,-0.11875,-0.125,-0.1,0,0,0.5,0,711
731,9,211,0.5751295307,0.9999999916,0.6638655406,3,1,1,0,4.393364929,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,918,918,918,1,0,0,0,0,0,0,0,0.2177922885,0.033334457,0.03335142493,0.0333335358,0.6821882937,0.7022222222,0.3233333333,0.05687203791,0.009478672986,0.8571428571,0.1428571429,0.4958333333,0.1,1,-0.4666666667,-0.8,-0.1333333333,0,0,0.5,0,1500
731,9,531,0.5037878778,0.9999999969,0.6656346729,9,0,1,0,4.404896422,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02857321647,0.4192996418,0.4946508257,0.02890471843,0.02857159758,0.4298496874,0.1007046657,0.04143126177,0.02071563089,0.6666666667,0.3333333333,0.3859651712,0.1363636364,0.8,-0.3696969697,-0.6,-0.1666666667,0,0,0.5,0,1200
731,13,1072,0.415645617,0.9999999986,0.5408895258,19,19,20,0,4.682835821,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.02863281017,0.02879355173,0.02857518491,0.02857167532,0.8854267779,0.5135021229,0.2810034757,0.07462686567,0.01212686567,0.8602150538,0.1397849462,0.4111274351,0.03333333333,1,-0.2201923077,-0.5,-0.05,0.4545454545,0.1363636364,0.04545454545,0.1363636364,505
731,10,370,0.5598885778,0.9999999955,0.6981981951,2,2,0,0,4.359459459,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8500,8500,8500,1,0,0,0,0,0,0,0,0.02224527554,0.3067175758,0.02223127751,0.02222429031,0.6265815808,0.4374086487,0.07118419215,0.02972972973,0.02702702703,0.5238095238,0.4761904762,0.3506099961,0.1363636364,0.6,-0.195,-0.4,-0.1,0.6428571429,0.2142857143,0.1428571429,0.2142857143,855
731,8,960,0.4181626184,0.9999999983,0.5498338861,21,20,20,0,4.654166667,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.02008166558,0.1147053874,0.02002436885,0.02001532817,0.82517325,0.5144803008,0.2683027242,0.08020833333,0.01666666667,0.8279569892,0.1720430108,0.4020385675,0.1,1,-0.2244791667,-0.5,-0.05,0,0,0.5,0,556
731,12,989,0.433573635,0.9999999984,0.5721077645,20,20,20,0,4.617795753,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.02222435738,0.1507329733,0.2434354755,0.02222360315,0.5613835907,0.5434742341,0.2986134699,0.0839231547,0.01516683519,0.8469387755,0.1530612245,0.4277204924,0.1,1,-0.2427777778,-0.5,-0.05,1,0.5,0.5,0.5,891
731,11,97,0.6701030859,0.9999999796,0.8367346768,2,0,0,0,4.855670103,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.458250415,0.02897943092,0.02866188345,0.02969585877,0.4544124118,0.5388888889,0.1611111111,0.03092783505,0.0206185567,0.6,0.4,0.5666666667,0.4,0.8,-0.125,-0.125,-0.125,0.125,0,0.375,0,3600
731,10,231,0.6363636336,0.9999999928,0.7971014435,4,1,1,1,5.090909091,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04000009581,0.04000002636,0.8399972072,0.0400006328,0.04000203783,0.3138888889,0.05185185185,0.03896103896,0.0303030303,0.5625,0.4375,0.2984126984,0.1,0.5,-0.2380952381,-0.5,-0.1,0,0,0.5,0,710
731,9,1248,0.4900497508,0.9999999986,0.731638417,11,0,1,0,4.617788462,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02500356405,0.2873011399,0.4008293199,0.2618637491,0.02500222696,0.4820598131,0.1023501457,0.03846153846,0.02083333333,0.6486486486,0.3513513514,0.4044800685,0.1,1,-0.4150641026,-1,-0.1,0,0,0.5,0,2200
731,10,187,0.6666666631,0.9999999913,0.799999993,7,0,1,0,4.657754011,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02862788014,0.0285728766,0.02859568856,0.02871536663,0.8854881881,0.4771645022,0.15,0.02673796791,0.01069518717,0.7142857143,0.2857142857,0.435,0.2,0.7,-0.2625,-0.4,-0.125,0,0,0.5,0,1900
731,9,274,0.6091954,0.9999999942,0.707602335,18,2,11,0,4.233576642,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10700,16200,13450,1,0,0,0,0,0,0,0,0.1504925346,0.02593359923,0.02518770921,0.3042983982,0.4940877588,0.5349500294,0.1007275132,0.05109489051,0.02919708029,0.6363636364,0.3636363636,0.3755102041,0.2,0.7,-0.3104166667,-0.6,-0.05,1,-1,0.5,1,823
731,9,285,0.7441860436,0.9999999945,0.84153005,4,2,0,21,4.343859649,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,22800,11785,1,0,0,0,0,0,0,0,0.03338623008,0.03342658555,0.0333515785,0.8664985382,0.03333706767,0.5097435897,-0.0530849359,0.02807017544,0.05263157895,0.347826087,0.652173913,0.4575,0.16,1,-0.3378888889,-0.7,-0.1,1,-1,0.5,1,10000
731,8,259,0.5627530342,0.9999999944,0.6444444409,19,3,9,0,5.023166023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,4800,1,0,0,0,0,0,0,0,0.02878006682,0.02881408475,0.02857433433,0.8851441077,0.02868740645,0.2951751279,0.05729929162,0.01544401544,0.01158301158,0.5714285714,0.4285714286,0.2490909091,0.1363636364,0.5,-0.1386904762,-0.1875,-0.05,0.75,0.55,0.25,0.55,761
731,12,682,0.459541984,0.9999999974,0.634961438,10,0,1,0,4.620234604,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03333387613,0.03333367483,0.8666626071,0.03333501693,0.033334825,0.4732850483,0.06222666223,0.04985337243,0.03958944282,0.5573770492,0.4426229508,0.34307041,0.05,0.6,-0.2201499118,-0.6,-0.05,0.75,-0.25,0.25,0.25,1600
731,8,1118,0.5123966937,0.9999999986,0.7097701139,26,18,12,1,4.703935599,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,14000,3904.625,1,0,0,0,0,0,0,0,0.04008050624,0.0401443799,0.04002764699,0.8397418838,0.04000558309,0.5796296296,0.05637860082,0.04114490161,0.0259391771,0.6133333333,0.3866666667,0.5045289855,0.1,1,-0.4014367816,-1,-0.05,0.5666666667,-0.1,0.06666666667,0.1,13600
731,8,397,0.6246786616,0.999999996,0.8056680129,11,0,1,0,5.445843829,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8666661954,0.03333348925,0.03333352976,0.03333336884,0.03333341674,0.3743137544,0.2124877017,0.06549118388,0.01007556675,0.8666666667,0.1333333333,0.3818473193,0.03333333333,1,-0.1446428571,-0.2,-0.1,0,0,0.5,0,3100
731,11,103,0.6893203817,0.9999999839,0.8064515999,3,1,1,0,4.844660194,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,5000,1,0,0,0,0,0,0,0,0.437373579,0.2003634932,0.0334567893,0.03340347236,0.2954026661,0.4236111111,0.1180555556,0.02912621359,0.009708737864,0.75,0.25,0.2777777778,0.03333333333,0.5,-0.125,-0.125,-0.125,0.8571428571,-0.7142857143,0.3571428571,0.7142857143,5700
731,8,1207,0.4105793447,0.9999999987,0.5489690715,24,24,42,0,4.716652858,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,2829.541667,1,0,0,0,0,0,0,0,0.02500058156,0.02516336681,0.02500055103,0.02500023517,0.8998352654,0.5392516434,0.2882591791,0.0695940348,0.0115990058,0.8571428571,0.1428571429,0.426568491,0.1,1,-0.2267857143,-0.5,-0.05,0.5,0,0,0,17100
731,13,1248,0.3906376107,0.9999999987,0.5233881156,21,19,20,0,4.686698718,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.02006874745,0.02000452509,0.02001850785,0.02000842491,0.9198997947,0.5065351315,0.2904403929,0.06810897436,0.01121794872,0.8585858586,0.1414141414,0.4082447161,0.1,1,-0.206547619,-0.5,-0.05,0,0,0.5,0,2800
731,9,391,0.5102564089,0.9999999958,0.6499999973,9,2,1,1,5.296675192,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,704,704,704,1,0,0,0,0,0,0,0,0.02877438933,0.02857720586,0.6806623918,0.02857387511,0.233412138,0.2842105263,0.03333333333,0.0179028133,0.005115089514,0.7777777778,0.2222222222,0.15,0.05,0.35,-0.1083333333,-0.1666666667,-0.05,0,0,0.5,0,598
731,11,1154,0.4273049642,0.9999999986,0.5728155332,20,20,20,0,4.629982669,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,16000,3151.157895,1,0,0,0,0,0,0,0,0.3119311638,0.2326778333,0.02857501981,0.02857429212,0.398241691,0.5336576221,0.2686678649,0.07452339688,0.0164644714,0.819047619,0.180952381,0.4163429981,0.1,1,-0.2302631579,-0.5,-0.05,0,0,0.5,0,445
